Row Labels,Sum of Total Available Quantity
IOMCF191R-FW0067,375
IOMCF191R-FW0073-C314,124
IOMCF191R-FW0083,87
IOMCF191R-FW0097-C140,38
IOMCF191R-FW0108-C232,217
IOMCF191R-FW0109-C269,100
IOMCF191R-FW0112,212
IOMCF191R-FW0113,136
IOMCF191R-FW0114-C275,189
IOMCF191R-FW0117-C266,75
IOMCF191R-FW0124-C176,45
IOMCF191R-FW0131-C272,70
IOMCF191R-FW0133,41
IOMCF191R-FW0146,41
IOMCF191R-FW0147-C048,52
IOMCF191R-FW0152-C232,106
IOMCF191R-FW0193,121
IOMCF191R-FW0196-C020,53
IOMCF191R-FW0199,236
IOMCF191R-FW0200,68
IOMCF191R-FW0201,162
IOMCF191R-FW0207,123
IOMCF191R-FW0355-C232,101
IOMCF191R-FW0405,91
IOMCF191RL53-6259A,1
IOMCF191RL53-6259C,1
IOMCF191SL53-6250A,0
IOMCF191SL53-6250B,1
IOMCF191SL53-6253A,0
IOMCF191SL53-6253B,1
IOMCF191SL53-6255A,3
IOMCF191SL53-6255B,2
IOMCF191SL53-6257A,3
IOMCF191SL53-6257B,0
IOMCF191SL53-6315,59
IOMCF191SL53-6321,19
IOMCF191SL53-6330A,65
IOMCF191SL53-6330B,38
IOMCF191SL53-6334A,26
IOMCF191SL53-6334B,62
IOMCF191SL53-6340A,59
IOMCF191SL53-6340B,55
IOMCF191SL53-6395A,32
IOMCF191SL53-6395B,13
IOMCF200SL43-4891,0
IOMCF202PL46-4945D,0
IOMCF204PL44-1226AQ,1
IOMCF204PL44-1226BA,1
IOMCF204RL44-1226AX,0
IOMCF205RL44-1226C,0
IOMCF229PL44-1226A,0
IOMCF229PL44-1226B,0
IOMCF229PL44-1226C,25
IOMCF295PL48-4787,0
IOMCF342RL49-1247DE,0
IOMCF36SC16L33-3720A,0
IOMCF37SC24L31-2163A,0
IOMCF37SC24L31-2163B,0
IOMCF37SC24L31-2163C-R25,0
IOMCF37SC24L38-2163-CTP,1
IOMCF37SC24L38-2163E,0
IOMCF37SC24L38-2163F,0
IOMCF37SC24L40-2163I,0
IOMCF37SC24L40-2163L,0
IOMCF37SC24L40-2163N,0
IOMCF37SC24L40-2163S,0
IOMCF389RL49-5020A,1
IOMCF389RL49-5020B,4
IOMCF389RL49-5020C,0
IOMCF389RL49-5020D,0
IOMCF38SC13L31-2182,0
IOMCF38SC18L40-4733A,0
IOMCF430XL51-6073,48
IOMCF430XL51-6111,43
IOMCF458X-6093A,1
IOMCF458X-6094A,49
IOMCF459PR-FW0368,50
IOMCF459PR-FW0473,104
IOMCF459PR-FW0474,107
IOMCF459RL53-6238A,3
IOMCF459RL53-6238B,30
IOMCF459RL53-6239A,2
IOMCF459RL53-6239B,0
IOMCF459RL53-6240A,4
IOMCF459RL53-6240B,3
IOMCF459RL53-6241A,0
IOMCF459RL53-6241B,2
IOMCF459RL53-6242A,4
IOMCF459RL53-6242B,1
IOMCF459RL53-6245A,0
IOMCF459RL53-6245B,2
IOMCF459X-6095B,65
IOMCF459XL52-6095A,40
IOMCF45SC18L31-3014M,0
IOMCF47RC18L39-3602B,0
IOMCF47RC18L39-3602C,0
IOMCF47RC18L39-3602F,0
IOMCF47SC14L31-3602B,259
IOMCF47SC14L31-3602C,0
IOMCF47SC14L31-3602E,0
IOMCF47SC14L31-3602F,0
IOMCF47SC17L31-3602S,0
IOMCF47SC17L40-3602K,0
IOMCF47SC17L40-3602O,0
IOMCF47SC17L40-3602R,0
IOMCF537XL52-6119,57
IOMCF537XL52-6120,54
IOMCF537XL52-6121,49
IOMCF538XL52-6116A,1
IOMCF538XL52-6116B,4
IOMCF539XL52-6130A,7
IOMCF539XL52-6130B,0
IOMCF541XL52-6016,0
IOMCF541XL52-6018,1
IOMCF541XL53-6014,5
IOMCF578X-FW0007-C053,84
IOMCF578X-FW0007-C102,78
IOMCF578X-FW0007-C120,493
IOMCF578XL52-1080A,14
IOMCF578XL52-1080BR,12
IOMCF70RC19L32-3581,0
IOMCF70RC19L40-3581A,0
IOMCF70RC19L40-3581E,0
IOMCF70RC19L40-3581G,0
IOMCF70RC19L40-3581I,0
IOMCF70RC19L40-3581M,0
IOMCF70RC19L40-3581N,0
IOMCF70RC19L40-3581U,0
IOMCF70RC19L40-3581V,0
IOMCF77SC19L33-3894A,0
IOMCF914R-FW0055-C170,90
IOMCF914R-FW0084-C140,45
IOMCF914R-FW0085-C039,92
IOMCF914R-FW0541-C102,104
IOMCF98SC19L38-3010H,0
IOMCH156PL44-4448A,0
IOMCH156PL44-4448B,0
IOMCH156PL44-4448I,0
IOMCH268RL46-4945C,0
IOMCJ107PL44-1113C,30
IOMCJ107PL44-1113E,57
IOMCJ107PL44-1113G,9
IOMCJ107SL45-1113O,0
IOMCJ157RL45-1080V,0
IOMCJ157RL45-1080W,0
IOMCJ176RL46-1247V,0
IOMCJ176RL46-1247W,1
IOMCJ177RL46-1080W,0
IOMCJ356XL52-1080A,25
IOMCJ356XL52-1080P,29
IOMCJ583X-1315-CTP,238
IOMCJ583XL52-1315AW,18
IOMCJ583XL52-1315CE,14
IOMCJ584XL52-1080CA,180
IOMCJ584XL52-1080P,135
IOMCJ585XL52-1226AL,74
IOMCJ585XL52-1226AV,97
IOMCJ587XL52-1080CE,101
IOMCJ63RC32L42-1080AM,0
IOMCJ63RC32L42-1080AO,0
IOMCJ63RC32L42-1080U,0
IOMCJ63RL45-1080A,0
IOMCJ63RL45-1080V,0
IOMCJ63RL45-1080W,1
IOMCJ64RL45-1080V,0
IOMCJ66PL48-1315AO,0
IOMCJ81PL44-1113G,0
IOMCJ81SL45-1113O,0
IOMCJ81SL46-1247M,0
IOMCJ81SL46-1247P,0
IOMCJ81SL46-1247V,0
IOMCS08SC15L31-1071A,117
IOMCS08SC15L31-1071E,0
IOMCS08SC15L37-1071H,0
IOMCS113PL44-1080AP,0
IOMCS113SL44-1080-CTP,0
IOMCS11RC19L39-1011,0
IOMCS11SC15L25-1011,0
IOMCS11SC15L37-1178,0
IOMCS11SC15L38-1011G,0
IOMCS11SC17L39-1004H,0
IOMCS11SC17L40-1004C,0
IOMCS124RL45-4945-CTP,3
IOMCS13SC15L25-1014,0
IOMCS16SC20L33-1080F,0
IOMCS16SC20L33-1080G,0
IOMCS16SC20L40-1080S,0
IOMCS16SC20L40-1080W,0
IOMCS21SC18L37-1004B,0
IOMCS231RL49-1247DE,0
IOMCS31SC17L39-1193A,0
IOMCS54RC19L42-3602N,0
IOMCS84PL43-1080A,0
IOMCS84SL44-1080BF,0
IOMCS84SL44-1080BI,0
IOMCS84SL44-1080-CTP,0
IOMCT02SC17L31-1004A,0
IOMCT152SL45-1080A,1
IOMCT167PL48-1315U,0
IOMCT167RL48-1315D,6
IOMCT167RL49-1315AW,91
IOMCT167RL49-1315CC,1
IOMCT167RL50-1315CE,1
IOMCT169SL46-1080BX,67
IOMCT169SL48-1315CO,39
IOMCT169SL50-1315CC,1
IOMCT169SL50-1315P,28
IOMCT234NL49-1315AW,1
IOMCT26SC23L32-1080B,1
IOMCT26SC23L32-1080-CTP,0
IOMCT26SC23L32-1080D,0
IOMCT26SC23L37-1080M,0
IOMCT26SC23L38-1004B,0
IOMCT26SC23L38-1011G,0
IOMCT26SC23L40-1080O,0
IOMCT26SC23L40-1080P,0
IOMCT26SC23L40-1080Q,1
IOMCT26SC23L40-1080S,0
IOMCT26SC23L40-1080T,0
IOMCT26SC23L40-1080V,0
IOMCT26SC23L42-1080AN,0
IOMCT27SC19L33-1113A,0
IOMCT27SC19L33-1113B,0
IOMCT27SC19L38-1011G,199
IOMCT27SC19L40-1113C,0
IOMCT27SC19L40-1113D,0
IOMCT27SC19L40-1113E,0
IOMCT27SC19L40-1113F,0
IOMCT27SC19L40-1113G,0
IOMCT28SC19L37-1113C,0
IOMCT28SC19L37-1113D,0
IOMCT28SC19L37-1113E,0
IOMCT28SC19L37-1113G,0
IOMCT28SC19L40-1113A,0
IOMCT28SC19L40-1113L,0
IOMCT29SC19L37-1012,0
IOMCT29SC19L37-1180,0
IOMCT359XL51-1315C,3
IOMCT359XL51-1315V,2
IOMCT373XL51-1317AV,172
IOMCT373XL51-1317CC,186
IOMCT490PI-FW0004-C001,39
IOMCT490PI-FW0004-C106,43
IOMCT490XL52-1315A,14
IOMCT490XL52-1315AW,1
IOMCT517I-1315N,18
IOMCT517I-FW0004-C091,7
IOMCT517I-FW0004-C105,204
IOMCT517I-FW0004-C111,30
IOMCT517I-FW0004-C112,361
IOMCT517IL52-1315BJ,25
IOMCT517PI-FW0004-C105,10
IOMCT517PI-FW0004-C111,61
IOMCT517PX-FW0004-C008,46
IOMCT517PX-FW0004-C140,46
IOMCT517R-FW0494-C140,142
IOMCT517R-FW0496-C111,331
IOMCT517SL53-1315CA,0
IOMCT517X-FW0004-C008,116
IOMCT517X-FW0004-C105,258
IOMCT517XL52-1315A,0
IOMCT517XL53-1315CC,145
IOMCT576XL52-1080AV,2
IOMCT576XL52-1080CC,2
IOMCT582X-1080-CTP,264
IOMCT590X-1080-CTP,260
IOMCT590XL52-1080CA,0
IOMCT590XL52-1080CW,7
IOMCT592XL52-1224BJ,17
IOMCT592XL52-1224CA,101
IOMCT626X-FW0044-C236,11
IOMCT626X-FW0045-C052,10
IOMCT65SC34L42-1080A,0
IOMCT65SC34L42-1080AJ,0
IOMCT65SC34L42-1080AN,1
IOMCT65SC34L42-1080W,1
IOMCT67SC20L42-1071F,0
IOMCT78PL43-1080A,0
IOMCT78PL43-1080-CTP,0
IOMCT78PL43-1080V,0
IOMCT78SL43-1080AL,461
IOMCT78SL43-1080AQ,0
IOMCT78SL43-1080AV,0
IOMCT78SL45-1080BX,0
IOMCT78SL50-1315CC,91
IOMCT864S-FW0043,95
IOMCT864S-FW0046,96
IOMDJ157RL45-508A,0
IOMDJ157RL45-508C,0
IOMDJ165RL45-503-CTP,0
IOMDJ165RL45-503D,0
IOMDJ324XL50-503C,3
IOMDJ324XL50-503D,0
IOMDJ338RL50-503D,119
IOMDJ340RL50-503C,21
IOMDJ340RL50-503D,0
IOMDJ37RC29L42-503B,1
IOMDJ37RC29L42-503C,0
IOMDJ37RC29L42-508B,0
IOMDJ66SL43-503C,0
IOMDJ66SL43-503D,0
IOMDJ66SL43-503E,0
IOMDJ66SL43-508A,0
IOMDJ66SL43-508C,0
IOMDJ66SL45-503-CTP,0
IOMDS113SL46-503AJ,0
IOMDS86RL43-655D,0
IOMDT01SC17L25-114C,0
IOMDT02SC17L25-114D,0
IOMDT02SC17L32-503,0
IOMDT02SC22L40-503AH,0
IOMDT02SC22L40-508AB,0
IOMDT02SC22L40-508AC,0
IOMDT02SC25L40-503AN,0
IOMDT03BC21L40-503AB,0
IOMDT03BC21L40-503AC,0
IOMDT03BC21L40-503AD,0
IOMDT03BC21L40-503AE,0
IOMDT03BC21L40-508A,0
IOMDT03BC21L40-508AA,0
IOMDT03BC21L40-508AB,0
IOMDT03BC21L40-508AC,0
IOMDT03BC21L41-503AO,0
IOMDT03BC21L41-503AP,0
IOMDT03BC27L41-599D,0
IOMDT03BC27L41-599E,0
IOMDT03KC18L37-508D,0
IOMDT03KC18L37-508F,0
IOMDT03RL43-508BA,1
IOMDT08KC17L32-579B,0
IOMDT08KC17L32-579D,0
IOMDT08KC17L32-579E,0
IOMDT08KC19L42-579M,0
IOMDT08KC19L42-579N,0
IOMDT133SL43-503A,0
IOMDT133SL43-503B,1
IOMDT133SL43-508A,0
IOMDT133SL43-508B,2
IOMDT17KC19L33-604B,0
IOMDT17SC19L39-649C,0
IOMDT17SC21L39-648B,0
IOMDT17SC21L39-648E,0
IOMDT211RL48-663A,0
IOMDT211RL48-666GP,0
IOMDT25BC27L37-641A,0
IOMDT25BC27L37-641B,0
IOMDT25BC27L41-641E,0
IOMDT25BC27L41-641F,0
IOMDT74AC19L42-503A,0
IOMDT74AC19L42-503B,0
IOMDT74AC19L42-508A,1
IOMDT80SL46-648CG,0
IOMDT82RL43-657DI,0
IOMDT85SL43-654D,0
IOMDT85SL43-654E,0
IOMFF01RC13L38-3045E,0
IOMFF01RC13L38-3063C,0
IOMFF01RC13L38-3063D,0
IOMFF01RC16L40-3045C,0
IOMFF01RC19L37-3033,0
IOMFF01RC19L37-3045C,0
IOMFF01SC13L31-3010C,0
IOMFF01SC16L40-3045P,0
IOMFF01SC16L40-3968,0
IOMFF02RC16L38-3057B,0
IOMFF05RC18L37-3021A,0
IOMFF05SC14L38-4540C,0
IOMFF05SC17L38-4525,0
IOMFF210PL44-3010C,1
IOMFF240RL48-5028A,0
IOMFF240RL48-5028C,0
IOMFF240RL48-5028D,0
IOMFF240RL48-5030,0
IOMFF242SL52-6106A,3
IOMFF242SL52-6106B,81
IOMFF242SL52-6107A,21
IOMFF242SL52-6107B,34
IOMFF242SL52-6112A,31
IOMFF242SL52-6112B,52
IOMFF287SL47-5006A,0
IOMFF287SL47-5006B,0
IOMFF287SL47-5006C,0
IOMFF401RL49-5086,1
IOMFF401RL49-5093,0
IOMFF431SL50-6059B,0
IOMFF431SL50-6059C,119
IOMFF431SL50-6059D,345
IOMFF431SL50-6059E,0
IOMFF431SL50-6059F,0
IOMFF431SL50-6059G,0
IOMFF431SL50-6059K,0
IOMFH01SC13L40-3010C,2
IOMFH02RC13L38-3012S,0
IOMFH02RC13L38-3012T,0
IOMFH02RC15L37-3012A,0
IOMFH02RC15L37-3012D,0
IOMFH02RC16L38-3230G,0
IOMFH02SC16L40-3230A,0
IOMGJ94S-FW0017-C424,170
IOMGT167R-FW0004-C008,286
IOMGT167R-FW0004-C053,148
IOMGT167R-FW0004-C099,191
IOMGT167R-FW0004-C105,2553
IOMGT167R-FW0007-C001,325
IOMGT167R-FW0007-C140,89
IOMGT167R-FW0007-C178,361
IOMGT169S-FW0004-C053,147
IOMGT169S-FW0004-C074,80
IOMGT169S-FW0007-C001,406
IOMGT169S-FW0370-C008,799
IOMGT169S-FW0386-C105,1272
IOMGT169S-FW0494-C140,517
IOMGT169S-FW0495-C112,0
IOMGT314I-FW0004-C001,85
IOMGT314I-FW0004-C099,90
IOMGT314X-FW0004-C008,10
IOMGT314X-FW0004-C140,50
IOMGT373X-FW0040-C003,73
IOMGT373X-FW0040-C105,75
IOMGT517S-FW0004-C106,16
IOMGT575X-1315BJ,0
IOMGT575X-1315CE,163
IOMGT576PI-FW0004-C105,96
IOMGT576PI-FW0004-C111,92
IOMGT582X-1080A,1
IOMGT582X-1080AW,13
IOMGT78S-FW0007-C001,640
IOMGT78S-FW0007-C074,282
IOMGT78S-FW0025-C140,1821
IOMGT78S-FW0370-C112,252
IOMHH178RL50-6030A,2
IOMHH178RL50-6030B,31
IOMHH178RL50-6030C,27
IOMHH178RL51-5027AA,129
IOMHH178RL51-5027C,398
IOMHH178RL51-5027C-A209,30
IOMHH178RL51-5027C-A211,0
IOMHH178RL51-5027C-A218,20
IOMHH178RL51-5027C-A264,40
IOMHH178RL51-5027C-A266,30
IOMHH178RL51-5027C-A270,35
IOMHH178RL51-5027C-A272,45
IOMHH178RL51-5027W,379
IOMHH178RL51-5027W-A212,100
IOMHH178RL51-5027W-A217,140
IOMHH178RL51-5027W-A265,30
IOMHH178RL51-5027W-A267,35
IOMHH178RL51-5027W-A269,40
IOMHH178RL51-5027W-A271,15
IOMHH178RL51-5027W-A273,35
IOMHH178RL51-5027W-A281,50
IOMHH178RL51-5027W-A284,30
IOMHH178RL51-5027X,116
IOMHH178RL51-5027Y,21
IOMHH178RL52-5027AB,185
IOMHH178RL52-5027AC,55
IOMHH178RL52-5027C-A268,45
IOMHH178RL52-5027C-A274,100
IOMHH178RL53-5027AA-A374,84
IOMHH178RL53-5027AA-A402,15
IOMHH178RL53-5027AA-A408,0
IOMHH178RL53-5027AA-A526,97
IOMHH178RL53-5027C-A375,60
IOMHH178RL53-5027C-A376,65
IOMHH178RL53-5027C-A377,75
IOMHH178RL53-5027C-A404,105
IOMHH178RL53-5027C-A417,225
IOMHH178RL53-5027C-A420,75
IOMHH178RL53-5027C-A444,115
IOMHH178RL53-5027W-A373,125
IOMHH178RL53-5027W-A407,95
IOMHH178RL53-5027W-A419,10
IOMHH178RL53-5027W-A447,100
IOMHH178RL53-5027W-A449,85
IOMHH178RL53-5027W-A527,115
IOMHH178RL53-5027W-A529,105
IOMHH178RL53-5027X-A274,92
IOMHH178RL53-5027X-A378,92
IOMHH178RL53-5027X-A379,45
IOMHH178RL53-5027X-A401,60
IOMHH178RL53-5027X-A446,5
IOMHH178RL53-5027Y-A212,21
IOMHH178RL53-5027Y-A217,21
IOMHH178RL53-5027Y-A372,21
IOMHH178RL53-5027Y-A445,21
IOMHH180RL43-4772B,0
IOMHH180RL43-4772C,0
IOMHH180RL43-4772D,0
IOMHH180RL43-4772E,0
IOMHH180RL43-4772G,0
IOMHH180RL43-4772H,0
IOMHH180RL43-4772I,0
IOMHH180RL47-4772K,0
IOMHH180RL47-4772L,0
IOMKF175SL43-3022G,0
IOMKF175SL45-4571G,0
IOMKF296SL47-4944F,30
IOMKF423RL50-4571G,4
IOMKF423RL50-4571H,1
IOMLF64SC24L31-3540D,0
IOMLP01RC08L35-4424,0
IOMLP01RC08L38-4383,0
IOMMF61SC21L31-3529A,0
IOMNPSH04RC26L38-3653,0
IOMNPSH04RC26L38-3943,0
IOMPJ287RL49-3063,0
IOMSF62SC18L31-3520,44
IOMSF62SC19L38-3972,0
IOMSSC07RC19L38-4275A,0
IOMTSH01RC10L41-4356J,0
IOWCF155R-FW0125-C244,94
IOWCF155R-FW0362-C244,3
IOWCF206RL43-4888B,0
IOWCF612XL52-6146,36
IOWCF612XL52-6148,60
IOWCH597YL54-1080C,30
IOWCJ02RC23L42-1011,6
IOWCJ02RC23L42-1012AE,0
IOWCJ02RC23L42-1012AI,0
IOWCJ02RC23L42-1012AJ,0
IOWCJ107SL44-1080AD,0
IOWCJ107SL44-1080AN,0
IOWCJ160RL45-4945A,0
IOWCJ160RL45-4945Q,52
IOWCJ321RL50-1080AV,0
IOWCJ326RL50-1080CC,45
IOWCJ326RL50-1080W,16
IOWCJ327RL50-1080AV,0
IOWCJ327RL50-1080CC,1
IOWCJ334XL50-1315A,16
IOWCJ334XL50-1315S,2
IOWCJ349RL51-1226AW,31
IOWCJ349RL51-1226CE,77
IOWCJ63RL45-1080BZ,0
IOWCJ64RL45-1080P,0
IOWCJ93RL43-4448AN,0
IOWCL433RL50-1226AS,65
IOWCL433RL50-1226N,2
IOWCL433RL50-1226S,2
IOWCOH597YL52-1080CT,64
IOWCOH598YL52-1226DF,59
IOWCOH598YL54-1226CJ,56
IOWCOL20RL50-1226AS,3
IOWCOL20RL50-1226N,2
IOWCOL20RL50-1226S,2
IOWCOL596RL52-1224DJ,1
IOWCOL596RL52-1224S,2
IOWCS542XL52-6144B,8
IOWCS542XL52-6144D,32
IOWCS580RL52-1224CC,20
IOWCS580RL52-1224P,17
IOWCS581R-1315-CTP,237
IOWCS581R-FW0004-C006,1
IOWCS581R-FW0004-C053,3
IOWCS586RL52-6144C,36
IOWCS586RL52-6144D,52
IOWCS586RL52-6144E,53
IOWCT04BC23L42-1011,0
IOWCT04BC26L42-1080AD,0
IOWCT04BC26L42-1080W,0
IOWCT126RL45-1080W,0
IOWCT151RL45-1080U,0
IOWCT151RL49-1315AV,56
IOWCT151RL49-1315BJ,85
IOWCT151RL50-1315EA,0
IOWCT169IL50-1315BJ,130
IOWCT169IL50-1315CC,93
IOWCT169IL50-1315W,22
IOWCT26SC24L42-1080A,94
IOWCT26SC24L42-1080AJ,16
IOWCT26SC24L42-1080S,0
IOWCT304IL50-1080A,56
IOWCT304IL50-1080CA,1
IOWCT304IL50-1080P,62
IOWCT304IL50-1080W,7
IOWCT304IL51-1080CE,7
IOWCT304IL51-1080DL,0
IOWCT305IL50-1080A,28
IOWCT305IL50-1080CA,12
IOWCT305IL50-1080P,66
IOWCT305IL50-1080W,46
IOWCT305IL51-1080BJ,0
IOWCT305IL51-1080CC,0
IOWCT314IL51-1080AP,17
IOWCT314IL51-1080CE,2
IOWCT314IL54-1315A,0
IOWCT314IL54-1315W,0
IOWCT319RL50-1180,0
IOWCT319RL50-1226W,4
IOWCT320RL50-1080AV,96
IOWCT322IL50-1080AV,115
IOWCT322IL50-1080W,61
IOWCT322IL54-1080A,4
IOWCT322IL54-1080CA,6
IOWCT323RL50-1080AW_INVALID,0
IOWCT323RL50-1180,1
IOWCT337FL50-1226AM,3
IOWCT337FL50-1226DX,11
IOWCT337FL50-1226DY,36
IOWCT360IL51-1080AV,7
IOWCT360IL51-1080P,12
IOWCT371IL51-1080AV,0
IOWCT371IL51-1080AW,1
IOWCT386XL52-1080A,28
IOWCT483RL52-1080AP,37
IOWCT483RL52-1080BJ,59
IOWCT597XL54-1080A,55
IOWCT65SL45-1080BC,0
IOWCT65SL45-1080BJ,0
IOWCT65SL47-1080P,0
IOWCT78SL45-1080AL,1
IOWCT78SL45-1080M,88
IOWCT78SL45-1080V,97
IOWCT78SL46-1080AV,118
IOWCT78SL46-1080BS,0
IOWCT78SL46-1080BZ,0
IOWCT78SL47-1080AW,71
IOWCT78SL47-1080N,98
IOWCT78SL49-1315CC,199
IOWCT78SL49-1315CU,1
IOWCT79RC17L42-3022F,0
IOWCT79RC17L42-3022G,0
IOWCT79RC17L42-3022I,0
IOWCT79RL45-3022N,0
IOWCT79RL45-4571G,0
IOWCT98RC17L42-1012AE,0
IOWCT98RC17L42-1012AF,6
IOWDJ02RC19L42-508B,0
IOWDJ335RL50-700D,1
IOWDJ338RL50-700-CTP,0
IOWDJ338RL50-700D,68
IOWDJ340RL50-700C,2
IOWDJ340RL50-700D,10
IOWDJ77RC23L42-503A,0
IOWDT02RC23L42-508-CTP,0
IOWDT06LC24L41-508AB,0
IOWDT07MC20L38-642A,0
IOWDT08FC20L42-503A,0
IOWDT08FC20L42-503B,0
IOWDT100LL45-503B,0
IOWDT120CC23L42-503A,0
IOWDT120CC23L42-503B,0
IOWDT120CC23L42-508B,0
IOWDT121FL45-503C,0
IOWDT121FL45-503D,0
IOWDT76EC23L42-503A,0
IOWDT76EC23L42-503-CTP,1
IOWDT76EC23L42-508A,0
IOWDT89BL45-508A,0
IOWGT151R-FW0004-C099,790
IOWGT151R-FW0004-C105,1152
IOWGT151R-FW0007-C001,131
IOWGT151R-FW0007-C140,644
IOWGT151R-FW0496-C111,1167
IOWGT314I-FW0004-C008,1066
IOWGT314I-FW0004-C105,86
IOWGT314I-FW0004-C111,80
IOWGT314I-FW0004-C112,2031
IOWGT320PR-FW0004-C111,96
IOWGT320PR-FW0004-C140,97
IOWGT320R-FW0299-C111,238
IOWGT348X-FW0004-C053,13
IOWGT348X-FW0004-C111,14
IOWGT386X-FW0007-C099,3
IOWGT78S-FW0007-C001,188
IOWGT78S-FW0017-C424,11
IOWHH178R-FK0015-C001,152
IOWHH178RL51-5027AA,54
IOWHH178RL51-5027C-A192,16
IOWHH178RL51-5027C-A193,36
IOWHH178RL51-5027C-A195,120
IOWHH178RL51-5027C-A197,120
IOWHH178RL51-5027C-A199,0
IOWHH178RL51-5027C-A224,46
IOWHH178RL51-5027C-A225,2
IOWHH178RL51-5027C-A276,11
IOWHH178RL51-5027C-A278,31
IOWHH178RL51-5027C-A280,46
IOWHH178RL51-5027C-A283,91
IOWHH178RL51-5027C-A285,36
IOWHH178RL51-5027C-A288,128
IOWHH178RL51-5027C-A291,26
IOWHH178RL51-5027C-A292,112
IOWHH178RL51-5027W,58
IOWHH178RL51-5027W-A191,0
IOWHH178RL51-5027W-A194,58
IOWHH178RL51-5027W-A196,0
IOWHH178RL51-5027W-A198,58
IOWHH178RL51-5027W-A200,58
IOWHH178RL51-5027W-A216,0
IOWHH178RL51-5027W-A219,58
IOWHH178RL51-5027W-A220,0
IOWHH178RL51-5027W-A222,58
IOWHH178RL51-5027W-A223,58
IOWHH178RL51-5027W-A277,0
IOWHH178RL51-5027W-A279,58
IOWHH178RL51-5027W-A282,58
IOWHH178RL51-5027W-A286,58
IOWHH178RL51-5027W-A287,58
IOWHH178RL51-5027W-A289,58
IOWHH178RL51-5027W-A290,58
IOWHH178RL51-5027X,84
IOWHH178RL51-5027Y,6
IOWHH178RL52-5027AB,183
IOWHH178RL52-5027AC,55
IOWHH178RL53-5027AA-A194,40
IOWHH178RL53-5027AA-A224,35
IOWHH178RL53-5027AA-A429,54
IOWHH178RL53-5027C-A367,94
IOWHH178RL53-5027C-A368,108
IOWHH178RL53-5027C-A394,102
IOWHH178RL53-5027C-A417,142
IOWHH178RL53-5027C-A434,11
IOWHH178RL53-5027W-A396,58
IOWHH178RL53-5027W-A400,58
IOWHH178RL53-5027W-A422,58
IOWHH178RL53-5027W-A424,58
IOWHH178RL53-5027W-A427,58
IOWHH178RL53-5027W-A428,58
IOWHH178RL53-5027W-A430,58
IOWHH178RL53-5027W-A432,58
IOWHH178RL53-5027X-A191,0
IOWHH178RL53-5027X-A195,66
IOWHH178RL53-5027X-A198,66
IOWHH178RL53-5027X-A219,66
IOWHH178RL53-5027X-A282,66
IOWHH178RL53-5027X-A364,77
IOWHH178RL53-5027X-A366,82
IOWHH178RL53-5027X-A371,79
IOWHH178RL53-5027X-A397,27
IOWHH178RL53-5027X-A425,75
IOWHH178RL53-5027X-A431,84
IOWHH178RL53-5027Y-A192,2
IOWHH178RL53-5027Y-A193,2
IOWHH178RL53-5027Y-A199,0
IOWHH178RL53-5027Y-A365,6
IOWHH178RL53-5027Y-A369,6
IOWHH178RL53-5027Y-A433,6
IOWHH178RL53-5027Y-A522,6
IOWHH178RL53-5027Y-A524,6
IOWHL379KL52-5027AA,91
IOWHL379KL52-5027AB,43
IOWHL379KL52-5027AC,105
IOWHL379KL52-5027C,92
IOWHL379KL52-5027W,95
IOWHL379KL52-5027X,97
IOWHL379KL52-5027Y,119
IOWJF450XL51-666CK,20
IOWJF450XL52-666C,46
IOWJF451XL51-663CJ,1
IOWNPSH04RC25L38-4295,0
IOWSK579S-FW0376,9
IOWSK579S-FW0377,83
IOWSK588RL52-1080CE,19
IOWSK588RL52-1080DF,17
IOWSK589R-FW0007-C001,24
IOWSK589R-FW0007-C053,261
IOWTH591XL52-1226CV,169
IOWTH591XL52-1226E,165
IVOLL22MCF04-1946,0
IVOLL22MDB02-114A,0
IVOLL22MDB02-114B,1
KOMCF204R-1226AX,1
KOMCH306R-6178,22
KOMCH306R-6193,26
KOMCH306R-6196,26
KOMCH306R-6375,26
KOMCT182X-1315A,7
KOMCT78S-1315A,9
KOMDH344Y-700CG-D53,1
KOMDH344Y-700CK-D60,1
KOMEF1044R-FK0081-C466,1
KOMGT182X-1315AV,6
KOMGT676Z-FW0004-C057,15
KOMGT676Z-FW0004-C105,20
KOMGT676Z-FW0004-C111,19
KOMGT676Z-FW0004-C140,20
KOMGT795X-FW0004-C111,18
KOMHH890R-FK0128-C232,20
KOMHH890R-FK0129-C358,21
KOMHH890R-FK0130-C001,20
KOMHH890R-FK0131-C189,20
KOMSF1005X-FK0037-C099,1
KOWCF567R-FW0009-C001,16
KOWCF567R-FW0009-C178,18
KOWCS581R-FW0004-C006,21
KOWCS581R-FW0004-C053,21
KOWCT182I-1315CA,10
KOWCT381AC-FW0008-C001,1
KOWCT381AC-FW0008-C112,8
KOWCT65S-1315BC,19
KOWDH432R-700D,31
KOWGT348X-FW0004-C053,21
KOWTF727S-6412,30
KOWTL720S-6402A,31
KOWTL721S-6406B,22
KOWTL722S-6456B,30
KOWTL725S-6409B,10
MCF1083R-FW0008-C099-WBP,92
MCF1083R-FW0008-C494-WBP,99
MCS861R-FW0004-C001-WBP,116
MCT625R-FW0027-WBP,90
MCT625R-FW0033-WBP,93
MDF994X-FW0003-W101-WBP,75
MDF994X-FW0003-W112-WBP,65
