Row Labels,Sum of Total Available Quantity,new style code
BOWSK289RL49-1226CP,0,BOWSK289RL49-1226CP
BOWSK289RL49-1226V,0,BOWSK289RL49-1226V
BOWSK291RL50-1226A,97,BOWSK291RL50-1226A
BOWSK291RL50-1226CC,16,BOWSK291RL50-1226CC
BOWSK291RL50-1226Q,84,BOWSK291RL50-1226Q
BOWSK291RL51-1226CA,19,BOWSK291RL51-1226CA
BOWSK291RL51-1226CE,1,BOWSK291RL51-1226CE
BOWSK333QL50-1226AM,28,BOWSK333QL50-1226AM
BOWSK333QL50-1226AW,0,BOWSK333QL50-1226AW
BOWSK333QL50-1226BJ,66,BOWSK333QL50-1226BJ
BOWSK551XL52-5041F,1,BOWSK551XL52-5041F
BOWSK589R-FW0007-C001,19,BOWSK589R-FW0007-C001
BOWSK589R-FW0007-C053,5,BOWSK589R-FW0007-C053
BOWSK896X-FW0166,18,BOWSK896X-FW0166
BOWSK896X-FW0262,20,BOWSK896X-FW0262
BOWSK896X-FW0297-C332,52,BOWSK896X-FW0297-C332
BOWSK896X-FW0544-C102,1,BOWSK896X-FW0544-C102
BOWSK896XL54-6145A,40,BOWSK896XL54-6145A
BOWSK896XL54-6171A,4,BOWSK896XL54-6171A
BOWSK896XL54-6172A,0,BOWSK896XL54-6172A
BOWSK896XL54-6172B,0,BOWSK896XL54-6172B
BOWSK896XL54-6363A,1,BOWSK896XL54-6363A
BOWTF231SC12L42-3266,0,BOWTF231SC12L42-3266
BOWTF231SC12L42-4511,0,BOWTF231SC12L42-4511
BOWTF727SL53-6412,24,BOWTF727SL53-6412
BOWTL1014R-FW0139-C128,14,BOWTL1014R-FW0139-C128
BOWTL1014R-FW0288,0,BOWTL1014R-FW0288
BOWTL1014R-FW0297-C371,1,BOWTL1014R-FW0297-C371
BOWTL1014R-FW0390,12,BOWTL1014R-FW0390
BOWTL1014R-FW0392,9,BOWTL1014R-FW0392
BOWTL1015R-FW0216,17,BOWTL1015R-FW0216
BOWTL1015R-FW0300,36,BOWTL1015R-FW0300
BOWTL1015R-FW0350-C203,4,BOWTL1015R-FW0350-C203
BOWTL1015R-FW0357-C176,8,BOWTL1015R-FW0357-C176
BOWTL1015R-FW0388,36,BOWTL1015R-FW0388
BOWTL1015R-FW0628-C015,0,BOWTL1015R-FW0628-C015
BOWTL1016R-FW0389,11,BOWTL1016R-FW0389
BOWTL1016R-FW0391,8,BOWTL1016R-FW0391
BOWTL1086R-FW0298-C002,28,BOWTL1086R-FW0298-C002
BOWTL1086R-FW0388,18,BOWTL1086R-FW0388
BOWTL1086R-FW0599,20,BOWTL1086R-FW0599
BOWTL1087R-FW0221-C120,15,BOWTL1087R-FW0221-C120
BOWTL1087R-FW0262,19,BOWTL1087R-FW0262
BOWTL1087R-FW0342,78,BOWTL1087R-FW0342
BOWTL1088R-FW0152-C220,17,BOWTL1088R-FW0152-C220
BOWTL1088R-FW0298,17,BOWTL1088R-FW0298
BOWTL1088R-FW0402,74,BOWTL1088R-FW0402
BOWTL1089R-FW0300,19,BOWTL1089R-FW0300
BOWTL1089R-FW0349,18,BOWTL1089R-FW0349
BOWTL1094S-FK0015-C015,73,BOWTL1094S-FK0015-C015
BOWTL1094S-FW0629-C001,10,BOWTL1094S-FW0629-C001
BOWTL1095S-FW0297-C224,18,BOWTL1095S-FW0297-C224
BOWTL346RL49-1226C,11,BOWTL346RL49-1226C
BOWTL346RL49-1226CH,39,BOWTL346RL49-1226CH
BOWTL568YL52-1180,48,BOWTL568YL52-1180
BOWTL568YL52-1226W,49,BOWTL568YL52-1226W
BOWTL720SL53-6402A,39,BOWTL720SL53-6402A
BOWTL720SL53-6402C,49,BOWTL720SL53-6402C
BOWTL720SL53-6410A,86,BOWTL720SL53-6410A
BOWTL721SL53-6406A,10,BOWTL721SL53-6406A
BOWTL721SL53-6406B,0,BOWTL721SL53-6406B
BOWTL722SL53-6411,72,BOWTL722SL53-6411
BOWTL722SL53-6456B,66,BOWTL722SL53-6456B
BOWTL723SL53-6402A,90,BOWTL723SL53-6402A
BOWTL723SL53-6402C,85,BOWTL723SL53-6402C
BOWTL723SL53-6402D,90,BOWTL723SL53-6402D
BOWTL724SL53-6403,80,BOWTL724SL53-6403
BOWTL724SL53-6404,87,BOWTL724SL53-6404
BOWTL724SL53-6407,22,BOWTL724SL53-6407
BOWTL724SL53-6408,86,BOWTL724SL53-6408
BOWTL724SL53-6500,49,BOWTL724SL53-6500
BOWTL725SL53-6409A,54,BOWTL725SL53-6409A
BOWTL725SL53-6409B,3,BOWTL725SL53-6409B
BOWTL982S-6604,9,BOWTL982S-6604
BOWTL982S-6608,63,BOWTL982S-6608
BOWTL982S-6610,4,BOWTL982S-6610
BOWTL982S-FW0062-C249,35,BOWTL982S-FW0062-C249
BOWTL982S-FW0073-C120,3,BOWTL982S-FW0073-C120
BOWTL982S-FW0114-C214,19,BOWTL982S-FW0114-C214
BOWTL982S-FW0139-C197,18,BOWTL982S-FW0139-C197
BOWTL982S-FW0152-C178,19,BOWTL982S-FW0152-C178
BOWTL982S-FW0166-C203,19,BOWTL982S-FW0166-C203
BOWTL982S-FW0216,20,BOWTL982S-FW0216
BOWTL982S-FW0283-C280,73,BOWTL982S-FW0283-C280
BOWTL982S-FW0359,16,BOWTL982S-FW0359
BOWTL983R-FW0285,9,BOWTL983R-FW0285
BOWTL983R-FW0286,7,BOWTL983R-FW0286
BOWTL983R-FW0287,8,BOWTL983R-FW0287
BOWTL983R-FW0288,1,BOWTL983R-FW0288
BOWTL983R-FW0289,5,BOWTL983R-FW0289
BOWTL983R-FW0630-C002,11,BOWTL983R-FW0630-C002
BOWWC929S-FW0003-W01,61,BOWWC929S-FW0003-W01
BOWWC929S-FW0003-W03,38,BOWWC929S-FW0003-W03
BTWDT138I-FW0003-W76,1,BTWDT138I-FW0003-W76
DCKCH20SC17L37-3462,0,DCKCH20SC17L37-3462
DCKCH20SC18L37-3249A,0,DCKCH20SC18L37-3249A
DCKCH20SC18L37-3249B,0,DCKCH20SC18L37-3249B
DCMCF04SC10L03-301,0,DCMCF04SC10L03-301
DCMCF100SC19L40-4733A,0,DCMCF100SC19L40-4733A
DCMCF100SC19L40-4733B,0,DCMCF100SC19L40-4733B
DCMCF100SC19L40-4734A,0,DCMCF100SC19L40-4734A
DCMCF100SC19L40-4734B,0,DCMCF100SC19L40-4734B
DCMCF100SC19L40-4734C,0,DCMCF100SC19L40-4734C
DCMCF104SC24L38-4448C,0,DCMCF104SC24L38-4448C
DCMCF105SC15L38-3266,0,DCMCF105SC15L38-3266
DCMCF105SC18L38-3544,0,DCMCF105SC18L38-3544
DCMCF105SC19L38-3541,0,DCMCF105SC19L38-3541
DCMCF11RC10L03-294A,0,DCMCF11RC10L03-294A
DCMCF11SC14L38-3014F,0,DCMCF11SC14L38-3014F
DCMCF11SC14L38-3187,0,DCMCF11SC14L38-3187
DCMCF152SC19L39-4678,0,DCMCF152SC19L39-4678
DCMCF152SC19L39-4680,0,DCMCF152SC19L39-4680
DCMCF155SC19L40-4681A,0,DCMCF155SC19L40-4681A
DCMCF155SC19L40-4681B,0,DCMCF155SC19L40-4681B
DCMCF155SC19L40-4681C,0,DCMCF155SC19L40-4681C
DCMCF155SC19L40-4726,0,DCMCF155SC19L40-4726
DCMCF155SC19L40-4728,0,DCMCF155SC19L40-4728
DCMCF155SC19L40-4729,0,DCMCF155SC19L40-4729
DCMCF155SC19L40-4736A,0,DCMCF155SC19L40-4736A
DCMCF155SC19L40-4738A,0,DCMCF155SC19L40-4738A
DCMCF155SC19L40-4738B,0,DCMCF155SC19L40-4738B
DCMCF155SC19L40-4741,0,DCMCF155SC19L40-4741
DCMCF155SC19L40-4756,0,DCMCF155SC19L40-4756
DCMCF155SC23L40-4757,0,DCMCF155SC23L40-4757
DCMCF20SC18L37-3462,0,DCMCF20SC18L37-3462
DCMCF20SC19L31-3249A,0,DCMCF20SC19L31-3249A
DCMCF20SC19L31-3249B,0,DCMCF20SC19L31-3249B
DCMCF25RC23L39-3544,0,DCMCF25RC23L39-3544
DCMCF65SC24L31-3014M,0,DCMCF65SC24L31-3014M
DCMCF70RC19L32-4448B,0,DCMCF70RC19L32-4448B
DCMCF70RC19L40-4448E,0,DCMCF70RC19L40-4448E
DCMCF70RC19L40-4448G,0,DCMCF70RC19L40-4448G
DCMCF70RC19L40-4448K,0,DCMCF70RC19L40-4448K
DCMCF70RC19L40-4448O,0,DCMCF70RC19L40-4448O
DCMCF70RC19L40-4448Q,0,DCMCF70RC19L40-4448Q
DCMCF70RC19L40-4448S,0,DCMCF70RC19L40-4448S
DCMCF70RC19L40-4448T,0,DCMCF70RC19L40-4448T
DCMCF70RC19L40-4448U,0,DCMCF70RC19L40-4448U
DCMCF88SC15L36-3908-N9,0,DCMCF88SC15L36-3908-N9
DCMCF99SC22L38-4448C,0,DCMCF99SC22L38-4448C
DCMCF99SC22L40-4448I,0,DCMCF99SC22L40-4448I
DCMCF99SC22L40-4448M,0,DCMCF99SC22L40-4448M
DCMCF99SC22L40-4448O,0,DCMCF99SC22L40-4448O
DCMCF99SC22L40-4448P,0,DCMCF99SC22L40-4448P
DCMCF99SC22L40-4448Q,0,DCMCF99SC22L40-4448Q
DCMCH02RC19L39-4485,0,DCMCH02RC19L39-4485
DCMCH105SC14L38-3186,0,DCMCH105SC14L38-3186
DCMCH105SC14L38-3266,0,DCMCH105SC14L38-3266
DCMCH105SC15L38-3264,0,DCMCH105SC15L38-3264
DCMCH20SC19L40-4736A,0,DCMCH20SC19L40-4736A
DCMCH20SC19L40-4736B,0,DCMCH20SC19L40-4736B
DCMCH25SC19L40-4684A,0,DCMCH25SC19L40-4684A
DCMCH25SC19L40-4684C,0,DCMCH25SC19L40-4684C
DCMCH31RC22L39-3866,0,DCMCH31RC22L39-3866
DCMCH32RC19L39-4671A,0,DCMCH32RC19L39-4671A
DCMCT26SC27L40-1080P,0,DCMCT26SC27L40-1080P
DCMCT26SC27L40-1080W,0,DCMCT26SC27L40-1080W
DCMCT55SC19L37-1011E,0,DCMCT55SC19L37-1011E
DCMDT01RC12L03-33D,0,DCMDT01RC12L03-33D
DCMDT01RC12L03-33F,0,DCMDT01RC12L03-33F
DCMDT03RC12L03-31C,0,DCMDT03RC12L03-31C
DCMDT03RC12L03-33B,0,DCMDT03RC12L03-33B
DCMDT03SC24L33-598C,0,DCMDT03SC24L33-598C
DCMDT17SC19L39-649E,0,DCMDT17SC19L39-649E
DCMFF01RC15L40-4572A,0,DCMFF01RC15L40-4572A
DCMFF01SC15L40-3045N,0,DCMFF01SC15L40-3045N
DCMFF05SC09L04-38,0,DCMFF05SC09L04-38
DCMFF06SC09L03-803,0,DCMFF06SC09L03-803
DCMFF06SC09L03-805,0,DCMFF06SC09L03-805
DCMFH02RC17KA2-3012M,0,DCMFH02RC17KA2-3012M
DCMFH02RC17KA2-739E,0,DCMFH02RC17KA2-739E
DCMFH05SC14L40-3010H,0,DCMFH05SC14L40-3010H
DCMLP02RC15L39-4677,0,DCMLP02RC15L39-4677
DCMNPSF03RC28L38-3603A,0,DCMNPSF03RC28L38-3603A
DCMNPSF03RC28L39-4658,0,DCMNPSF03RC28L39-4658
DCMNPSF03RC31L38-3189,0,DCMNPSF03RC31L38-3189
DCMNPSF03RC33L39-4515,0,DCMNPSF03RC33L39-4515
DCMNPSF03RC33L40-3264,0,DCMNPSF03RC33L40-3264
DCMTP02SC11L38-4508G,0,DCMTP02SC11L38-4508G
DCWCF01SC16L38-4111,0,DCWCF01SC16L38-4111
DCWCF01SC16L38-4149B,0,DCWCF01SC16L38-4149B
DCWCF01SC16L38-4154,0,DCWCF01SC16L38-4154
DCWCF01SC17L39-4485,0,DCWCF01SC17L39-4485
DCWCF02SC16L38-3783B,0,DCWCF02SC16L38-3783B
DCWCF02SC16L38-3815,0,DCWCF02SC16L38-3815
DCWCF02SC16L38-4419,0,DCWCF02SC16L38-4419
DCWCF02SC16L39-3051A,0,DCWCF02SC16L39-3051A
DCWCF02SC16L39-3264,0,DCWCF02SC16L39-3264
DCWCF02SC16L39-3544,0,DCWCF02SC16L39-3544
DCWCF02SC16L39-3656B,0,DCWCF02SC16L39-3656B
DCWCF03SC15L38-4011A,0,DCWCF03SC15L38-4011A
DCWCF03SC15L38-4404,0,DCWCF03SC15L38-4404
DCWCF03SC16L39-4511,0,DCWCF03SC16L39-4511
DCWDT04BC19L39-642A,0,DCWDT04BC19L39-642A
DCWDT05OC19L39-642B,0,DCWDT05OC19L39-642B
DCWNPSF01RC31L39-4529,0,DCWNPSF01RC31L39-4529
DCWNPSF01RC31L39-4578,0,DCWNPSF01RC31L39-4578
Don't Use - Ignore,3,Don't Use - Ignore
Don't Use Ignore,712,Don't Use Ignore
DVD01D2L01-1g,0,DVD01D2L01-1g
DVD01D2L01-1i,0,DVD01D2L01-1i
DVD01D2L01-1q,0,DVD01D2L01-1q
DVD01D3L02-9c,0,DVD01D3L02-9c
DVD01D3L02-9i,0,DVD01D3L02-9i
DVD03D2L03-1t,0,DVD03D2L03-1t
DVD03D2L03-1v,0,DVD03D2L03-1v
DVF01F1L01-404,0,DVF01F1L01-404
DVF01F1L02-551,0,DVF01F1L02-551
DVF01F2L01-235,0,DVF01F2L01-235
DVF01F2L01-27,0,DVF01F2L01-27
DVF01F2L02-526E,0,DVF01F2L02-526E
DVF05F2L01-38,0,DVF05F2L01-38
DVF05F2L02-637,0,DVF05F2L02-637
DVF05F2PR1-643C,0,DVF05F2PR1-643C
DVF05F2PR1-644C,0,DVF05F2PR1-644C
DVF06F2L01-8,0,DVF06F2L01-8
DVS01S2L02-67,0,DVS01S2L02-67
DVS02S2L02-25,0,DVS02S2L02-25
ICMSF12SC19L31-3521,0,ICMSF12SC19L31-3521
IKMFF01SC54L03-803,0,IKMFF01SC54L03-803
IKMFH01RC05L03-804,1,IKMFH01RC05L03-804
Inactive,2,Inactive
IOBCF164SL45-3010C,0,IOBCF164SL45-3010C
IOBCJ107SL44-1113G,0,IOBCJ107SL44-1113G
IOBCJ81SL44-1011,0,IOBCJ81SL44-1011
IOBCJ81SL44-1113C,0,IOBCJ81SL44-1113C
IOBCJ94RL43-1011,0,IOBCJ94RL43-1011
IOBDJ94RL43-503B,0,IOBDJ94RL43-503B
IOBDJ94RL43-503-CTP,0,IOBDJ94RL43-503-CTP
IOBDJ94RL43-508A,0,IOBDJ94RL43-508A
IOBDJ94RL43-508B,0,IOBDJ94RL43-508B
IOBDJ94RL43-508-CTP,0,IOBDJ94RL43-508-CTP
IOKCS108SC13L42-1071A,0,IOKCS108SC13L42-1071A
IOKCS108SC13L42-1071F,0,IOKCS108SC13L42-1071F
IOKCS108SC13L42-1071I,0,IOKCS108SC13L42-1071I
IOKCT26SC21L42-1080A,1,IOKCT26SC21L42-1080A
IOKCT26SC21L42-1080AJ,1,IOKCT26SC21L42-1080AJ
IOKCT26SC21L42-1080AN,1,IOKCT26SC21L42-1080AN
IOKCT26SC21L42-1080W,47,IOKCT26SC21L42-1080W
IOMBS02SC04L37-4458,0,IOMBS02SC04L37-4458
IOMBTCPO2L45-06,206,IOMBTCPO2L45-06
IOMCC73SC21L33-3585A,0,IOMCC73SC21L33-3585A
IOMCF08RC21L38-3244,0,IOMCF08RC21L38-3244
IOMCF08SC13L25-2126,0,IOMCF08SC13L25-2126
IOMCF08SC13L25-2142,0,IOMCF08SC13L25-2142
IOMCF08SC13L31-3244,0,IOMCF08SC13L31-3244
IOMCF104SC24L38-4448A,0,IOMCF104SC24L38-4448A
IOMCF129SC17L38-3602I,0,IOMCF129SC17L38-3602I
IOMCF13SC13L23-1991,0,IOMCF13SC13L23-1991
IOMCF155R-FW0065-C273,1,IOMCF155R-FW0065-C273
IOMCF155R-FW0070-C077,112,IOMCF155R-FW0070-C077
IOMCF155R-FW0079-C117,218,IOMCF155R-FW0079-C117
IOMCF155R-FW0101,93,IOMCF155R-FW0101
IOMCF155R-FW0101-C288,80,IOMCF155R-FW0101-C288
IOMCF155R-FW0102,51,IOMCF155R-FW0102
IOMCF155R-FW0102-C316,81,IOMCF155R-FW0102-C316
IOMCF155R-FW0107-C178,63,IOMCF155R-FW0107-C178
IOMCF155R-FW0110-C120,83,IOMCF155R-FW0110-C120
IOMCF155R-FW0130-C271,52,IOMCF155R-FW0130-C271
IOMCF155R-FW0148,101,IOMCF155R-FW0148
IOMCF155R-FW0159-C273,98,IOMCF155R-FW0159-C273
IOMCF155R-FW0160-C274,77,IOMCF155R-FW0160-C274
IOMCF155R-FW0161-C261,97,IOMCF155R-FW0161-C261
IOMCF155R-FW0164,90,IOMCF155R-FW0164
IOMCF155R-FW0164-C282,66,IOMCF155R-FW0164-C282
IOMCF155R-FW0169-C283,71,IOMCF155R-FW0169-C283
IOMCF155R-FW0170-C284,62,IOMCF155R-FW0170-C284
IOMCF155R-FW0171,67,IOMCF155R-FW0171
IOMCF155R-FW0181,82,IOMCF155R-FW0181
IOMCF155R-FW0181-C318,80,IOMCF155R-FW0181-C318
IOMCF155R-FW0543-C203,67,IOMCF155R-FW0543-C203
IOMCF155RL47-5018,0,IOMCF155RL47-5018
IOMCF155RL48-5037,0,IOMCF155RL48-5037
IOMCF155RL50-6060,0,IOMCF155RL50-6060
IOMCF155RL50-6061,0,IOMCF155RL50-6061
IOMCF155RL51-6069,15,IOMCF155RL51-6069
IOMCF155RL51-6070,12,IOMCF155RL51-6070
IOMCF155RL51-6075,2,IOMCF155RL51-6075
IOMCF155RL51-6086,0,IOMCF155RL51-6086
IOMCF155RL51-6087,8,IOMCF155RL51-6087
IOMCF155RL51-6088,0,IOMCF155RL51-6088
IOMCF155RL51-6104,39,IOMCF155RL51-6104
IOMCF155RL53-6324,2,IOMCF155RL53-6324
IOMCF155RL53-6325,2,IOMCF155RL53-6325
IOMCF155RL53-6328A,13,IOMCF155RL53-6328A
IOMCF155RL53-6328B,51,IOMCF155RL53-6328B
IOMCF155RL53-6338A,6,IOMCF155RL53-6338A
IOMCF155RL53-6338B,8,IOMCF155RL53-6338B
IOMCF155S-FW0087,168,IOMCF155S-FW0087
IOMCF155S-FW0100,153,IOMCF155S-FW0100
IOMCF155SL53-6313,44,IOMCF155SL53-6313
IOMCF155SL53-6314,45,IOMCF155SL53-6314
IOMCF155SL53-6322,50,IOMCF155SL53-6322
IOMCF155SL53-6332A,21,IOMCF155SL53-6332A
IOMCF155SL53-6332B,26,IOMCF155SL53-6332B
IOMCF155SL53-6336A,24,IOMCF155SL53-6336A
IOMCF155SL53-6336B,48,IOMCF155SL53-6336B
IOMCF155XL51-6046,17,IOMCF155XL51-6046
IOMCF155XL51-6048,7,IOMCF155XL51-6048
IOMCF155XL52-6089,8,IOMCF155XL52-6089
IOMCF155XL52-6114A,1,IOMCF155XL52-6114A
IOMCF155XL52-6114B,21,IOMCF155XL52-6114B
IOMCF155XL52-6115A,5,IOMCF155XL52-6115A
IOMCF155XL52-6115B,4,IOMCF155XL52-6115B
IOMCF15RC18L39-3014T,0,IOMCF15RC18L39-3014T
IOMCF15SC13L23-2076,0,IOMCF15SC13L23-2076
IOMCF15SC13L23-2078,0,IOMCF15SC13L23-2078
IOMCF15SC13L25-2127B,0,IOMCF15SC13L25-2127B
IOMCF15SC13L31-3014K,0,IOMCF15SC13L31-3014K
IOMCF15SC13L32-3014T,0,IOMCF15SC13L32-3014T
IOMCF162SL43-2163BB,0,IOMCF162SL43-2163BB
IOMCF164PL48-4945C,1,IOMCF164PL48-4945C
IOMCF164PL48-4945N,0,IOMCF164PL48-4945N
IOMCF164SC15L42-3602A,0,IOMCF164SC15L42-3602A
IOMCF164SC15L42-3602E,0,IOMCF164SC15L42-3602E
IOMCF164SL45-3602F,0,IOMCF164SL45-3602F
IOMCF164SL45-3602H,0,IOMCF164SL45-3602H
IOMCF164SL45-4571G,0,IOMCF164SL45-4571G
IOMCF164SL45-4571H,0,IOMCF164SL45-4571H
IOMCF16SC13L31-3033,0,IOMCF16SC13L31-3033
IOMCF16SC13L31-3055,0,IOMCF16SC13L31-3055
IOMCF18SC13L31-3461,0,IOMCF18SC13L31-3461
IOMCF191R-FW0019,42,IOMCF191R-FW0019
IOMCF191R-FW0052,72,IOMCF191R-FW0052
IOMCF191R-FW0054-C214,154,IOMCF191R-FW0054-C214
IOMCF191R-FW0056-C186,98,IOMCF191R-FW0056-C186
IOMCF191R-FW0057,123,IOMCF191R-FW0057
IOMCF191R-FW0058,74,IOMCF191R-FW0058
IOMCF191R-FW0067,375,IOMCF191R-FW0067
IOMCF191R-FW0073-C314,124,IOMCF191R-FW0073-C314
IOMCF191R-FW0083,87,IOMCF191R-FW0083
IOMCF191R-FW0097-C140,38,IOMCF191R-FW0097-C140
IOMCF191R-FW0108-C232,217,IOMCF191R-FW0108-C232
IOMCF191R-FW0109-C269,100,IOMCF191R-FW0109-C269
IOMCF191R-FW0112,212,IOMCF191R-FW0112
IOMCF191R-FW0113,136,IOMCF191R-FW0113
IOMCF191R-FW0114-C275,189,IOMCF191R-FW0114-C275
IOMCF191R-FW0117-C266,75,IOMCF191R-FW0117-C266
IOMCF191R-FW0124-C176,45,IOMCF191R-FW0124-C176
IOMCF191R-FW0131-C272,70,IOMCF191R-FW0131-C272
IOMCF191R-FW0133,41,IOMCF191R-FW0133
IOMCF191R-FW0146,41,IOMCF191R-FW0146
IOMCF191R-FW0147-C048,52,IOMCF191R-FW0147-C048
IOMCF191R-FW0152-C232,106,IOMCF191R-FW0152-C232
IOMCF191R-FW0193,121,IOMCF191R-FW0193
IOMCF191R-FW0196-C020,53,IOMCF191R-FW0196-C020
IOMCF191R-FW0199,236,IOMCF191R-FW0199
IOMCF191R-FW0200,68,IOMCF191R-FW0200
IOMCF191R-FW0201,162,IOMCF191R-FW0201
IOMCF191R-FW0207,123,IOMCF191R-FW0207
IOMCF191R-FW0355-C232,101,IOMCF191R-FW0355-C232
IOMCF191R-FW0405,91,IOMCF191R-FW0405
IOMCF191RL53-6259A,1,IOMCF191RL53-6259A
IOMCF191RL53-6259C,1,IOMCF191RL53-6259C
IOMCF191SL53-6250A,0,IOMCF191SL53-6250A
IOMCF191SL53-6250B,1,IOMCF191SL53-6250B
IOMCF191SL53-6253A,0,IOMCF191SL53-6253A
IOMCF191SL53-6253B,1,IOMCF191SL53-6253B
IOMCF191SL53-6255A,3,IOMCF191SL53-6255A
IOMCF191SL53-6255B,2,IOMCF191SL53-6255B
IOMCF191SL53-6257A,3,IOMCF191SL53-6257A
IOMCF191SL53-6257B,0,IOMCF191SL53-6257B
IOMCF191SL53-6315,59,IOMCF191SL53-6315
IOMCF191SL53-6321,19,IOMCF191SL53-6321
IOMCF191SL53-6330A,65,IOMCF191SL53-6330A
IOMCF191SL53-6330B,38,IOMCF191SL53-6330B
IOMCF191SL53-6334A,26,IOMCF191SL53-6334A
IOMCF191SL53-6334B,62,IOMCF191SL53-6334B
IOMCF191SL53-6340A,59,IOMCF191SL53-6340A
IOMCF191SL53-6340B,55,IOMCF191SL53-6340B
IOMCF191SL53-6395A,32,IOMCF191SL53-6395A
IOMCF191SL53-6395B,13,IOMCF191SL53-6395B
IOMCF200SL43-4891,0,IOMCF200SL43-4891
IOMCF202PL46-4945D,0,IOMCF202PL46-4945D
IOMCF204PL44-1226AQ,1,IOMCF204PL44-1226AQ
IOMCF204PL44-1226BA,1,IOMCF204PL44-1226BA
IOMCF204RL44-1226AX,0,IOMCF204RL44-1226AX
IOMCF205RL44-1226C,0,IOMCF205RL44-1226C
IOMCF229PL44-1226A,0,IOMCF229PL44-1226A
IOMCF229PL44-1226B,0,IOMCF229PL44-1226B
IOMCF229PL44-1226C,25,IOMCF229PL44-1226C
IOMCF295PL48-4787,0,IOMCF295PL48-4787
IOMCF342RL49-1247DE,0,IOMCF342RL49-1247DE
IOMCF36SC16L33-3720A,0,IOMCF36SC16L33-3720A
IOMCF37SC24L31-2163A,0,IOMCF37SC24L31-2163A
IOMCF37SC24L31-2163B,0,IOMCF37SC24L31-2163B
IOMCF37SC24L31-2163C-R25,0,IOMCF37SC24L31-2163C-R25
IOMCF37SC24L38-2163-CTP,1,IOMCF37SC24L38-2163-CTP
IOMCF37SC24L38-2163E,0,IOMCF37SC24L38-2163E
IOMCF37SC24L38-2163F,0,IOMCF37SC24L38-2163F
IOMCF37SC24L40-2163I,0,IOMCF37SC24L40-2163I
IOMCF37SC24L40-2163L,0,IOMCF37SC24L40-2163L
IOMCF37SC24L40-2163N,0,IOMCF37SC24L40-2163N
IOMCF37SC24L40-2163S,0,IOMCF37SC24L40-2163S
IOMCF389RL49-5020A,1,IOMCF389RL49-5020A
IOMCF389RL49-5020B,4,IOMCF389RL49-5020B
IOMCF389RL49-5020C,0,IOMCF389RL49-5020C
IOMCF389RL49-5020D,0,IOMCF389RL49-5020D
IOMCF38SC13L31-2182,0,IOMCF38SC13L31-2182
IOMCF38SC18L40-4733A,0,IOMCF38SC18L40-4733A
IOMCF430XL51-6073,48,IOMCF430XL51-6073
IOMCF430XL51-6111,43,IOMCF430XL51-6111
IOMCF458X-6093A,1,IOMCF458X-6093A
IOMCF458X-6094A,49,IOMCF458X-6094A
IOMCF459PR-FW0368,50,IOMCF459PR-FW0368
IOMCF459PR-FW0473,104,IOMCF459PR-FW0473
IOMCF459PR-FW0474,107,IOMCF459PR-FW0474
IOMCF459RL53-6238A,3,IOMCF459RL53-6238A
IOMCF459RL53-6238B,30,IOMCF459RL53-6238B
IOMCF459RL53-6239A,2,IOMCF459RL53-6239A
IOMCF459RL53-6239B,0,IOMCF459RL53-6239B
IOMCF459RL53-6240A,4,IOMCF459RL53-6240A
IOMCF459RL53-6240B,3,IOMCF459RL53-6240B
IOMCF459RL53-6241A,0,IOMCF459RL53-6241A
IOMCF459RL53-6241B,2,IOMCF459RL53-6241B
IOMCF459RL53-6242A,4,IOMCF459RL53-6242A
IOMCF459RL53-6242B,1,IOMCF459RL53-6242B
IOMCF459RL53-6245A,0,IOMCF459RL53-6245A
IOMCF459RL53-6245B,2,IOMCF459RL53-6245B
IOMCF459X-6095B,65,IOMCF459X-6095B
IOMCF459XL52-6095A,40,IOMCF459XL52-6095A
IOMCF45SC18L31-3014M,0,IOMCF45SC18L31-3014M
IOMCF47RC18L39-3602B,0,IOMCF47RC18L39-3602B
IOMCF47RC18L39-3602C,0,IOMCF47RC18L39-3602C
IOMCF47RC18L39-3602F,0,IOMCF47RC18L39-3602F
IOMCF47SC14L31-3602B,259,IOMCF47SC14L31-3602B
IOMCF47SC14L31-3602C,0,IOMCF47SC14L31-3602C
IOMCF47SC14L31-3602E,0,IOMCF47SC14L31-3602E
IOMCF47SC14L31-3602F,0,IOMCF47SC14L31-3602F
IOMCF47SC17L31-3602S,0,IOMCF47SC17L31-3602S
IOMCF47SC17L40-3602K,0,IOMCF47SC17L40-3602K
IOMCF47SC17L40-3602O,0,IOMCF47SC17L40-3602O
IOMCF47SC17L40-3602R,0,IOMCF47SC17L40-3602R
IOMCF537XL52-6119,57,IOMCF537XL52-6119
IOMCF537XL52-6120,54,IOMCF537XL52-6120
IOMCF537XL52-6121,49,IOMCF537XL52-6121
IOMCF538XL52-6116A,1,IOMCF538XL52-6116A
IOMCF538XL52-6116B,4,IOMCF538XL52-6116B
IOMCF539XL52-6130A,7,IOMCF539XL52-6130A
IOMCF539XL52-6130B,0,IOMCF539XL52-6130B
IOMCF541XL52-6016,0,IOMCF541XL52-6016
IOMCF541XL52-6018,1,IOMCF541XL52-6018
IOMCF541XL53-6014,5,IOMCF541XL53-6014
IOMCF578X-FW0007-C053,84,IOMCF578X-FW0007-C053
IOMCF578X-FW0007-C102,78,IOMCF578X-FW0007-C102
IOMCF578X-FW0007-C120,493,IOMCF578X-FW0007-C120
IOMCF578XL52-1080A,14,IOMCF578XL52-1080A
